[08:37:48] 5000
[08:37:48] best_mse= 0.41518273934032507
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032507
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032507
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032507
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032507
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032507
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032507
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032507
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032507
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032507
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032507
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032507
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032507
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032507
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032507
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032507
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032507
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032507
[08:37:48] mse= 0.41518273934032496
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032496
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032496
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.4151827393403251
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
[08:37:48] best_mse= 0.41518273934032496
[08:37:48] mse= 0.41518273934032507
